parameter	Method	Error_moyenne	Error_ecart_type	NMI_moyenne	NMI_ecart_type	ARI_moyenne	ARI_ecart_type
0.0133333333333333	Bias-adjusted SoS	0.4498	0.1559	0.1784	0.1912	0.1849	0.2137
0.0133333333333333	DC-MASE	0.5691	0.0583	0.0469	0.0583	0.0359	0.0572
0.0133333333333333	MASE	0.5009	0.095	0.0973	0.0954	0.0934	0.1084
0.0133333333333333	OLMF	0.5229	0.1536	0.1318	0.2112	0.0989	0.1973
0.0133333333333333	Sum A	0.5898	0.0735	0.0321	0.0781	0.0213	0.0867
0.0133333333333333	graph-tool	0.5763	0.1075	0.0934	0.1652	0.0536	0.1548
0.0133333333333333	mFROST	0.4951	0.1238	0.1164	0.1389	0.1154	0.1572
0.0266666666666667	Bias-adjusted SoS	0.3049	0.2176	0.4252	0.3307	0.4366	0.3503
0.0266666666666667	DC-MASE	0.3079	0.1555	0.3725	0.2294	0.3823	0.2481
0.0266666666666667	MASE	0.2505	0.1459	0.4207	0.2327	0.4501	0.251
0.0266666666666667	OLMF	0.4309	0.2178	0.2755	0.3304	0.2465	0.3312
0.0266666666666667	Sum A	0.5677	0.1098	0.0592	0.143	0.0496	0.153
0.0266666666666667	graph-tool	0.4255	0.1803	0.3264	0.2671	0.2507	0.2814
0.0266666666666667	mFROST	0.1272	0.1407	0.6649	0.2313	0.7068	0.2439
0.04	Bias-adjusted SoS	0.2284	0.2219	0.5601	0.3649	0.5665	0.3786
0.04	DC-MASE	0.0824	0.0902	0.7493	0.1926	0.7885	0.1881
0.04	MASE	0.115	0.1034	0.6736	0.2079	0.7133	0.211
0.04	OLMF	0.3757	0.2593	0.3757	0.4072	0.3544	0.4148
0.04	Sum A	0.5299	0.1527	0.1074	0.2111	0.1009	0.2237
0.04	graph-tool	0.2902	0.1965	0.5275	0.2774	0.4643	0.3195
0.04	mFROST	0.0325	0.0294	0.874	0.0917	0.9063	0.0772
0.0533333333333333	Bias-adjusted SoS	0.1737	0.2058	0.6602	0.3556	0.6627	0.3627
0.0533333333333333	DC-MASE	0.0318	0.0433	0.8874	0.1089	0.9135	0.0925
0.0533333333333333	MASE	0.0496	0.0486	0.8286	0.1392	0.862	0.1258
0.0533333333333333	OLMF	0.3601	0.2621	0.4095	0.4241	0.3858	0.4311
0.0533333333333333	Sum A	0.5107	0.1772	0.1367	0.2457	0.1319	0.2612
0.0533333333333333	graph-tool	0.1817	0.1863	0.6819	0.2737	0.6422	0.3221
0.0533333333333333	mFROST	0.0145	0.0139	0.9391	0.056	0.9572	0.0406
0.0666666666666667	Bias-adjusted SoS	0.1514	0.2059	0.7033	0.3563	0.7051	0.3623
0.0666666666666667	DC-MASE	0.0137	0.0177	0.9447	0.0677	0.9596	0.0513
0.0666666666666667	MASE	0.0223	0.0237	0.914	0.0825	0.9352	0.0665
0.0666666666666667	OLMF	0.3449	0.2622	0.4364	0.4219	0.4114	0.428
0.0666666666666667	Sum A	0.4996	0.1883	0.1543	0.2633	0.151	0.2791
0.0666666666666667	graph-tool	0.1027	0.1523	0.8071	0.2303	0.7864	0.2743
0.0666666666666667	mFROST	0.0081	0.0098	0.9656	0.0399	0.976	0.0289
0.08	Bias-adjusted SoS	0.1336	0.1946	0.7355	0.3474	0.7355	0.3523
0.08	DC-MASE	0.0106	0.0341	0.9651	0.0581	0.974	0.0512
0.08	MASE	0.0159	0.0231	0.9386	0.068	0.9543	0.0585
0.08	OLMF	0.3277	0.2708	0.4739	0.4402	0.4494	0.447
0.08	Sum A	0.4821	0.2003	0.1812	0.2905	0.1768	0.3038
0.08	graph-tool	0.068	0.1124	0.8551	0.1842	0.8442	0.2149
0.08	mFROST	0.0047	0.007	0.9794	0.0299	0.9859	0.0209
0.0933333333333333	Bias-adjusted SoS	0.1204	0.1908	0.7607	0.3493	0.7616	0.3524
0.0933333333333333	DC-MASE	0.0047	0.0078	0.9803	0.0323	0.9861	0.0231
0.0933333333333333	MASE	0.0109	0.0218	0.9586	0.0577	0.9691	0.0516
0.0933333333333333	OLMF	0.3273	0.2655	0.48	0.4282	0.4492	0.4348
0.0933333333333333	Sum A	0.4702	0.2092	0.198	0.3039	0.1958	0.3182
0.0933333333333333	graph-tool	0.0427	0.0906	0.9058	0.1532	0.9013	0.1767
0.0933333333333333	mFROST	0.0026	0.0052	0.9886	0.0223	0.9922	0.0154
0.106666666666667	Bias-adjusted SoS	0.1098	0.1918	0.7855	0.3365	0.7859	0.3423
0.106666666666667	DC-MASE	0.0029	0.0054	0.9873	0.0235	0.9914	0.0161
0.106666666666667	MASE	0.0069	0.0203	0.9752	0.0459	0.981	0.0454
0.106666666666667	OLMF	0.3151	0.2677	0.4994	0.435	0.4719	0.4419
0.106666666666667	Sum A	0.4676	0.2053	0.2045	0.3009	0.2012	0.3139
0.106666666666667	graph-tool	0.0199	0.0508	0.9492	0.1074	0.948	0.1201
0.106666666666667	mFROST	0.0013	0.0035	0.9941	0.0154	0.996	0.0106
